Hanzi,Level,WritingLevel,Traditional,Freq,Examples
律,4,,律,6,法律 规律 纪律 律师 一律
虑,4,3,慮,6,考虑 顾虑 焦虑 无忧无虑 疑虑
率,4,,率,16,汇率 率先 效率 率领 表率
轮,4,,輪,9,轮 轮船 轮椅 轮子 车轮
络,4,,絡,4,网络 联络 络绎不绝 脉络
码,4,3,碼,8,号码 密码 数码 二维码 码头
帽,4,,帽,1,帽子
梦,4,3,夢,5,梦 梦见 梦想 做梦 梦幻
秘,4,3,秘/祕,7,秘密 秘书 神秘 秘书长 奥秘
密,4,3,密,17,保密 紧密 秘密 密 密码
免,4,3,免,16,避免 免费 难免 不免 免得
描,4,3,描,5,描述 描写 描绘 扫描 素描
摸,4,3,摸,4,摸 触摸 抚摸 摸索
模,4,3,模,13,大规模 规模 模特儿 模型 模范
默,4,,默,7,沉默 默默 幽默 默读 默默无闻
闹,4,3,鬧,8,闹 闹钟 热闹 胡闹 看热闹
宁,4,3,寧,4,宁静 安宁 宁可 宁愿
浓,4,,濃,5,浓 浓厚 浓缩 浓郁 浓重
盘,4,2,盤,9,光盘 盘 盘子 键盘 磁盘
培,4,,培,5,培训 培训班 培养 培育 栽培
婆,4,,婆,3,老婆 外婆 巫婆
迫,4,,迫,12,被迫 迫切 强迫 压迫 逼迫
妻,4,2,妻,2,夫妻 妻子
企,4,,企,3,企业 企图 外企
浅,4,,淺,2,浅 搁浅
穷,4,,窮,5,穷 穷人 层出不穷 贫穷 无穷
趋,4,,趨,3,趋势 趋于 日趋
趣,4,3,趣,6,感兴趣 乐趣 兴趣 有趣 风趣
圈,4,3,圈,4,圈 圈套 圈子 演艺圈
权,4,3,權,13,权利 权 权力 人权 政权
泉,4,,泉,5,矿泉水 泉 喷泉 温泉 源泉
却,4,,卻,4,却 却是 了却 退却
燃,4,,燃,6,燃料 燃烧 点燃 燃放 燃气
弱,4,,弱,11,弱 薄弱 脆弱 减弱 软弱
伞,4,2,傘,2,伞 跳伞
扫,4,3,掃,6,打扫 扫 扫除 扫描 扫墓
森,4,3,森,1,森林
晒,4,3,曬,2,晒 晒太阳
闪,4,3,閃,3,闪 闪电 闪烁
赏,4,3,賞,5,赏 赞赏 欣赏 观赏 鉴赏
尚,4,3,尚,7,高尚 崇尚 风尚 和尚 尚
烧,4,2,燒,6,发烧 燃烧 烧 焚烧 烧毁
申,4,3,申,5,申请 重申 申办 申报 申领
甚,4,,甚,2,甚至 甚至于
诗,4,3,詩,3,诗 诗人 诗歌
施,4,,施,7,措施 设施 实施 施工 施加
湿,4,,濕,4,潮湿 湿 湿度 湿润
史,4,3,史,2,历史 史无前例
士,4,3,士,16,巴士 护士 男士 女士 士兵
释,4,3,釋,3,解释 爱不释手 释放
守,4,3,守,8,保守 守 遵守 防守 坚守
授,4,3,授,5,教授 传授 函授 授权 授予
售,4,3,售,8,出售 售货员 销售 兜售 零售
叔,4,3,叔,1,叔叔
殊,4,,殊,2,特殊 悬殊
暑,4,3,暑,3,暑假 避暑 暑期
述,4,,述,9,描述 表述 阐述 陈述 讲述
刷,4,,刷,7,刷 刷牙 刷子 牙刷 印刷
帅,4,3,帥,2,帅 帅哥
松,4,,鬆/松,7,放松 轻松 松 松树 宽松
俗,4,,俗,10,风俗 民俗 俗 俗话 俗话说
塑,4,,塑,4,塑料 塑料袋 雕塑 塑造
酸,4,,酸,5,酸 酸奶 酸甜苦辣 心酸 辛酸
孙,4,3,孫,3,孙女 孙子 子孙
缩,4,,縮,14,缩短 缩小 节衣缩食 紧缩 浓缩
躺,4,3,躺,1,躺
梯,4,,梯,5,电梯 楼梯 滑梯 阶梯 梯子
替,4,,替,7,代替 替 替代 交替 接替
填,4,3,填,5,填 填空 填补 填充 填写
挑,4,3,挑,6,挑 挑选 挑战 挑剔 挑起
贴,4,,貼,7,贴 补贴 津贴 体贴 贴近
童,4,3,童,3,儿童 童话 童年
统,4,,統,9,传统 统计 统一 系统 总统
投,4,,投,12,投 投入 投诉 投资 投票
透,4,,透,8,透 透明 透露 渗透 透彻
途,4,,途,10,长途 前途 途中 用途 途径
脱,4,,脫,9,摆脱 脱 脱离 解脱 脱节
袜,4,,襪,1,袜子
弯,4,,彎,6,弯 转弯 弯曲 拐弯 急转弯
微,4,,微,14,微笑 微信 稍微 微博 微波炉
维,4,,維,9,维持 维护 维修 二维码 思维
尾,4,,尾,5,尾巴 结尾 尾气 尾声 追尾
未,4,2,未,10,未必 未来 从未 前所未有 尚未
谓,4,3,謂,3,无所谓 可谓 所谓
稳,4,,穩,9,平稳 稳 稳定 安稳 沉稳
无,4,2,無,70,无 无法 无聊 无论 无数
吸,4,3,吸,9,呼吸 吸 吸管 吸收 吸烟
席,4,3,席,6,出席 主席 首席 缺席 席
细,4,,細,12,细 细节 细致 详细 仔细
鲜,4,3,鮮,10,海鲜 鲜 鲜花 鲜明 新鲜
咸,4,,鹹,1,咸
县,4,3,縣,1,县
限,4,,限,13,期限 无限 限制 有限 极限
项,4,3,項,8,项 项目 奖项 款项 强项
销,4,,銷,12,促销 推销 销售 撤销 报销
型,4,,型,19,大型 典型 类型 模型 小型
醒,4,3,醒,9,清醒 提醒 醒 惊醒 觉醒
兄,4,2,兄,1,兄弟
胸,4,,胸,4,胸部 心胸 胸膛 胸有成竹
秀,4,3,秀,3,优秀 秀丽 秀美
序,4,,序,8,程序 顺序 工序 序 序幕
寻,4,3,尋,8,寻找 寻求 不同寻常 耐人寻味 搜寻
迅,4,,迅,1,迅速
牙,4,2,牙,6,刷牙 牙 牙刷 西班牙语 牙齿
亚,4,3,亞,3,亚运会 亚军 不亚于
呀,4,,呀,2,呀 哎呀
延,4,,延,9,延长 延期 延续 延伸 蔓延
严,4,3,嚴,11,严 严格 严重 严厉 严肃
研,4,2,研,9,研究 研究生 研制 研究所 调研
盐,4,3,鹽,1,盐
扬,4,,揚,11,表扬 得意扬扬 发扬 发扬光大 沸沸扬扬
腰,4,3,腰,1,腰
摇,4,,搖,8,动摇 摇 摇头 摇摆 摇滚
叶,4,3,葉,3,茶叶 树叶 叶子
依,4,3,依,12,依靠 依然 依法 依旧 依据
姨,4,,姨,2,阿姨 姨
移,4,3,移,10,移 移动 移民 转移 迁移
遗,4,3,遺,12,遗产 遗传 遗憾 后遗症 遗留
疑,4,,疑,11,怀疑 疑问 无疑 半信半疑 迟疑
译,4,3,譯,2,翻译 译
益,4,3,益,12,利益 收益 得益于 公益 公益性
引,4,3,引,15,吸引 引 引导 引进 引起
映,4,3,映,4,反映 放映 上映 映
勇,4,3,勇,7,英勇 勇敢 勇气 奋勇 见义勇为
幼,4,,幼,2,幼儿园 幼稚
余,4,3,餘/余,7,其余 业余 多余 剩余 余
与,4,2,與,8,参与 与 与此同时 与否 与其
玉,4,2,玉,2,玉 玉米
遇,4,,遇,11,待遇 机遇 遇 遇到 遇见
圆,4,3,圓,6,圆 圆满 圆珠笔 汤圆 团圆
源,4,3,源,14,电源 来源 资源 发源地 根源
阅,4,3,閱,3,阅读 阅览室 阅历
载,4,3,載,5,记载 下载 承载 载体 转载
赞,4,3,讚/贊,11,称赞 赞成 赞赏 赞助 赞不绝口
则,4,,則,6,否则 规则 原则 以身作则 则
择,4,,擇,1,选择
战,4,,戰,11,挑战 战斗 战胜 战士 战争
丈,4,3,丈,1,丈夫
招,4,3,招,15,招呼 招生 招手 招 招聘
召,4,3,召,3,召开 号召 召集
折,4,3,折/摺,15,打折 折 波折 存折 挫折
针,4,,針,7,打针 方针 针 针对 针锋相对
阵,4,,陣,4,阵 一阵 阵容 阵营
征,4,,徵/征,8,特征 征服 征求 象征 长征
政,4,3,政,10,政府 政治 政策 政党 政权
之,4,2,之,30,分之 之后 之间 之前 之一
植,4,,植,3,植物 种植 移植
址,4,3,址,4,地址 网址 遗址 住址
质,4,,質,21,品质 性质 质量 物质 本质
治,4,3,治,14,政治 治 治疗 防治 治安
致,4,3,致/緻,17,导致 细致 一致 大致 此致
智,4,3,智,10,智力 智能 理智 智慧 机智
置,4,,置,11,安置 布置 设置 位置 装置
逐,4,,逐,6,逐步 逐渐 角逐 驱逐 逐年
著,4,3,著,5,显著 著名 著作 名著 专著
综,4,3,綜,3,综合 错综复杂 综上所述
阻,4,,阻,7,阻止 阻碍 劝阻 阻挡 阻拦
碍,5,,礙,4,阻碍 障碍 碍事 妨碍
岸,5,,岸,5,岸 岸上 两岸 海岸 沿岸
拔,5,,拔,5,拔 选拔 海拔 提拔 一毛不拔
拜,5,,拜,7,拜访 礼拜 崇拜 拜会 拜见
版,5,3,版,7,版 出版 电子版 正版 盗版
扮,5,3,扮,4,扮演 打扮 扮 装扮
棒,5,3,棒,2,棒 棒球
悲,5,3,悲,8,悲剧 悲伤 悲惨 悲哀 悲观
辈,5,,輩,4,辈 一辈子 前辈 长辈
鼻,5,3,鼻,2,鼻子 鼻涕
彼,5,,彼,2,彼此 此起彼伏
壁,5,,壁,4,隔壁 墙壁 壁画 戈壁
宾,5,3,賓,4,宾馆 嘉宾 贵宾 来宾
饼,5,3,餅,3,饼 饼干 月饼
玻,5,,玻,1,玻璃
博,5,3,博,6,博客 博览会 博士 博物馆 微博
猜,5,3,猜,4,猜 猜测 猜谜 猜想
裁,5,,裁,7,裁判 总裁 裁 裁定 裁决
册,5,3,冊,4,册 注册 画册 手册
叉,5,3,叉,3,叉 叉子 交叉
插,5,,插,4,插 插手 插图 插嘴
拆,5,,拆,3,拆 拆除 拆迁
柴,5,,柴,1,火柴
肠,5,,腸,3,肠 香肠 心肠
尝,5,3,嚐/嘗,3,尝 尝试 品尝
偿,5,,償,6,补偿 赔偿 偿还 得不偿失 如愿以偿
倡,5,,倡,3,倡导 提倡 倡议
乘,5,,乘,7,乘 乘车 乘客 乘坐 乘人之危
池,5,,池,4,池子 电池 游泳池 池塘
愁,5,3,愁,5,愁 愁眉苦脸 发愁 犯愁 忧愁
丑,5,3,醜/丑,6,丑 丑恶 丑陋 丑闻 出丑
臭,5,3,臭,1,臭
厨,5,,廚,2,厨房 厨师
触,5,,觸,8,接触 触动 触犯 触觉 触摸
闯,5,3,闖,1,闯
辞,5,,辭,11,辞典 辞职 不辞而别 辞 辞呈
聪,5,3,聰,1,聪明
脆,5,,脆,4,脆 干脆 脆弱 清脆
呆,5,2,呆/獃,3,呆 痴呆 目瞪口呆
贷,5,,貸,2,贷款 信贷
胆,5,3,膽,7,大胆 胆 胆小 胆怯 胆子
旦,5,2,旦,2,一旦 元旦
弹,5,,彈,7,弹 子弹 炸弹 导弹 动弹
挡,5,3,擋,3,挡 抵挡 阻挡
德,5,3,德,4,道德 德 美德 品德
丢,5,2,丟,6,丢 丢掉 丢脸 丢弃 丢人
冻,5,3,凍,3,冻 冻结 冷冻
洞,5,,洞,2,洞 漏洞
毒,5,,毒,8,病毒 毒 杀毒 消毒 有毒
堆,5,3,堆,2,堆 堆砌
吨,5,3,噸,1,吨
盾,5,,盾,3,矛盾 后盾 自相矛盾
朵,5,3,朵,2,朵 耳朵
躲,5,,躲,3,躲 躲避 躲藏
尔,5,,爾,2,偶尔 高尔夫球
乏,5,,乏,1,缺乏
罚,5,,罰,4,处罚 罚 罚款 惩罚
繁,5,,繁,7,繁荣 频繁 繁殖 繁华 繁忙
返,5,,返,4,返回 重返 返还 往返
泛,5,,泛,3,广泛 泛滥 宽泛
仿,5,,仿/彷,5,模仿 仿佛 仿 仿制 效仿
疯,5,3,瘋,3,疯 疯狂 疯子
肤,5,3,膚,2,皮肤 肌肤
扶,5,,扶,2,扶 扶持
幅,5,,幅,4,幅 幅度 大幅度 篇幅
辅,5,3,輔,3,辅助 辅导 相辅相成
傅,5,,傅,1,师傅
纲,5,3,綱,3,大纲 纲领 纲要
钢,5,3,鋼,3,钢笔 钢琴 钢
糕,5,,糕,2,蛋糕 糟糕
搞,5,2,搞,4,搞 搞好 搞鬼 搞笑
革,5,,革,5,改革 革新 变革 改革开放 革命
沟,5,,溝,2,沟 沟通
估,5,3,估,4,估计 评估 低估 估算
鼓,5,,鼓,7,鼓 鼓励 鼓掌 鼓动 鼓舞
冠,5,,冠,2,冠军 夺冠
鬼,5,3,鬼,4,鬼 酒鬼 搞鬼 魔鬼
柜,5,3,櫃,4,柜子 书柜 柜台 专柜
滚,5,3,滾,4,滚 滚动 连滚带爬 摇滚
锅,5,,鍋,4,电饭锅 锅 火锅 一锅粥
汗,5,3,汗,3,出汗 汗 汗水
豪,5,,豪,3,自豪 富豪 豪华
核,5,,核,10,考核 核心 核 核电站 核对
盒,5,3,盒,3,盒 盒饭 盒子
贺,5,3,賀,5,贺卡 祝贺 贺电 贺信 庆贺
恨,5,3,恨,5,恨 仇恨 恨不得 悔恨 怨恨
猴,5,,猴,1,猴
胡,5,3,胡/鬍,5,胡同儿 胡子 胡闹 胡说 胡思乱想
糊,5,,糊/餬,5,模糊 含糊 糊 糊涂 一塌糊涂
虎,5,2,虎,2,虎 马虎
滑,5,,滑,6,滑 光滑 滑冰 滑稽 滑梯
慌,5,,慌,8,慌 慌忙 慌乱 慌张 惊慌
灰,5,,灰,4,灰色 灰 灰尘 灰心
恢,5,,恢,1,恢复
悔,5,,悔,2,后悔 悔恨
惠,5,,惠,3,实惠 优惠 恩惠
击,5,,擊,10,打击 射击 冲击 攻击 点击率
肌,5,,肌,2,肌肉 肌肤
辑,5,,輯,3,编辑 逻辑 专辑
籍,5,,籍,4,国籍 书籍 外籍 祖籍
挤,5,3,擠,3,挤 挤压 拥挤
夹,5,3,夾,1,夹
甲,5,2,甲,2,甲 指甲
驾,5,,駕,5,驾驶 驾照 驾 驾车 驾驭
肩,5,,肩,3,肩 肩膀 肩负
艰,5,3,艱,6,艰苦 艰难 艰巨 艰苦奋斗 艰险
剪,5,,剪,3,剪 剪刀 剪子
键,5,,鍵,4,关键 键 键盘 按键
郊,5,,郊,3,郊区 郊外 郊游
胶,5,,膠,5,胶带 胶水 胶囊 胶片 橡胶
戒,5,,戒,4,戒 戒备 戒烟 戒指
届,5,,屆,3,届 届时 历届
竞,5,,競,5,竞赛 竞争 竞技 竞相 竞选
敬,5,3,敬,13,尊敬 敬 敬爱 敬而远之 敬酒
拒,5,,拒,2,拒绝 抗拒
俱,5,,俱,5,俱乐部 面面俱到 一应俱全 与日俱增 与时俱进
军,5,3,軍,14,冠军 军人 亚军 海军 将军
烤,5,,烤,4,烤肉 烤鸭 烤 烧烤
颗,5,,顆,1,颗
咳,5,,咳,3,咳 咳嗽 止咳
肯,5,,肯,3,肯定 肯 不肯
控,5,,控,7,控制 操控 监控 控告 失控
库,5,,庫,5,库 水库 仓库 宝库 数据库
款,5,3,款,16,存款 贷款 罚款 汇款 捐款
狂,5,,狂,6,疯狂 狂 猖狂 狂欢 狂欢节
亏,5,3,虧,6,亏 吃亏 多亏 亏本 亏损
览,5,,覽,7,博览会 阅览室 展览 浏览 浏览器
烂,5,,爛,3,烂 灿烂 腐烂
朗,5,,朗,6,朗读 晴朗 开朗 朗诵 明朗
劳,5,2,勞,10,劳动 操劳 多劳多得 功劳 劳动力
梨,5,,梨,1,梨
璃,5,,璃,1,玻璃
厉,5,,厲,2,厉害 严厉
励,5,,勵,4,鼓励 奖励 激励 励志
怜,5,,憐,2,可怜 怜惜
帘,5,,簾,2,窗帘 帘子
恋,5,,戀,5,恋爱 恋恋不舍 留恋 迷恋 失恋
邻,5,,鄰,2,邻居 邻国
铃,5,,鈴,5,铃 铃声 电铃 杠铃 门铃
龄,5,,齡,2,年龄 高龄
令,5,2,令,7,令 命令 口令 司令 下令
漏,5,,漏,3,漏 漏洞 泄漏
逻,5,,邏,2,逻辑 巡逻
骂,5,3,罵,1,骂
漫,5,,漫,6,浪漫 漫长 漫画 漫 漫游
矛,5,,矛,3,矛盾 矛头 自相矛盾
贸,5,3,貿,3,贸易 经贸 外贸
貌,5,,貌,4,礼貌 面貌 风貌 外貌
煤,5,,煤,4,煤 煤气 煤矿 煤炭
眠,5,,眠,5,睡眠 安眠药 催眠 失眠 休眠
秒,5,,秒,2,秒 争分夺秒
敏,5,,敏,5,过敏 敏感 灵敏 敏捷 敏锐
摩,5,,摩,5,按摩 摩擦 摩托 揣摩 观摩
漠,5,,漠,3,沙漠 冷漠 漠然
幕,5,,幕,11,闭幕 闭幕式 开幕 开幕式 屏幕
奈,5,,奈,2,无奈 无可奈何
耐,5,,耐,7,不耐烦 耐心 耐 耐人寻味 耐性
偶,5,3,偶,5,偶尔 偶然 偶像 木偶 配偶
陪,5,3,陪,4,陪 陪同 陪伴 陪葬
赔,5,,賠,4,赔 赔偿 赔钱 索赔
喷,5,,噴,2,喷 喷泉
盆,5,3,盆,2,脸盆 盆
披,5,,披,2,披 披露
脾,5,,脾,3,脾气 发脾气 脾
匹,5,3,匹,2,匹 匹配
骗,5,3,騙,6,骗 骗子 骗人 欺骗 受骗
拼,5,3,拼,3,拼 拼搏 拼命
频,5,,頻,5,频道 频繁 视频 频率 频频
凭,5,,憑,5,凭 凭借 凭着 凭证 文凭
泼,5,,潑,3,活泼 泼 泼冷水
葡,5,,葡,2,葡萄 葡萄酒
启,5,,啟,7,启动 启发 启事 开启 启迪
弃,5,3,棄,5,放弃 丢弃 抛弃 嫌弃 遗弃
签,5,,簽/籤,9,签 签订 签名 签约 签证
欠,5,2,欠,4,欠 欠缺 欠条 拖欠
枪,5,,槍,4,枪 开枪 枪毙 手枪
抢,5,,搶,5,抢 抢救 抢夺 抢劫 抢眼
悄,5,,悄,1,悄悄
敲,5,,敲,5,敲 敲门 敲边鼓 敲诈 推敲
瞧,5,3,瞧,2,瞧 瞧不起
琴,5,,琴,3,钢琴 琴 小提琴
勤,5,,勤,7,勤奋 后勤 勤工俭学 勤快 勤劳
曲,5,3,曲,10,歌曲 弯曲 戏曲 乐曲 扭曲
劝,5,3,勸,4,劝 劝告 劝说 劝阻
染,5,,染,6,染 污染 传染 传染病 感染
扰,5,3,擾,5,打扰 干扰 困扰 扰乱 骚扰
绕,5,,繞,4,绕 围绕 环绕 绕行
忍,5,3,忍,8,忍 忍不住 忍受 残忍 忍饥挨饿
扔,5,2,扔,1,扔
荣,5,,榮,6,繁荣 光荣 荣获 荣幸 荣誉
绒,5,,絨,1,羽绒服
软,5,,軟,5,软 软件 柔软 软弱 软实力
润,5,,潤,5,利润 红润 润 湿润 滋润
洒,5,,灑,2,洒 潇洒
杀,5,3,殺,7,杀 杀毒 自杀 暗杀 杀害
傻,5,3,傻,2,傻 傻瓜
扇,5,,扇,2,扇 扇子
稍,5,,稍,5,稍 稍微 稍后 稍候 稍稍
蛇,5,,蛇,2,蛇 画蛇添足
舍,5,3,捨/舍,5,舍不得 舍得 宿舍 恋恋不舍 依依不舍
射,5,,射,7,发射 射 射击 注射 辐射
摄,5,,攝,6,拍摄 摄像 摄像机 摄影 摄影师
伸,5,,伸,5,伸 延伸 伸手 伸缩 伸张
剩,5,,剩,4,剩 剩下 过剩 剩余
拾,5,,拾,2,拾 收拾
驶,5,,駛,2,驾驶 行驶
饰,5,,飾,4,装饰 服饰 首饰 掩饰
柿,5,,柿,2,西红柿 柿子
寿,5,3,壽,3,长寿 寿司 寿命
瘦,5,3,瘦,1,瘦
蔬,5,,蔬,1,蔬菜
鼠,5,,鼠,2,鼠 鼠标
摔,5,,摔,3,摔 摔倒 摔跤
硕,5,,碩,3,硕士 丰硕 硕果
私,5,3,私,15,私人 隐私 走私 大公无私 私房钱
搜,5,,搜,6,搜 搜索 搜查 搜集 搜救
肃,5,,肅,1,严肃
宿,5,3,宿,5,宿舍 风餐露宿 归宿 食宿 住宿
碎,5,,碎,3,碎 粉碎 破碎
损,5,,損,8,损害 损失 亏损 磨损 损
索,5,,索,11,搜索 线索 探索 不假思索 导火索
锁,5,,鎖,6,锁 封锁 拉锁 连锁 连锁店
抬,5,,抬,2,抬 抬头
坦,5,,坦,6,平坦 坦白 坦诚 坦克 坦然
逃,5,,逃,6,逃 逃跑 逃走 逃避 逃生
桃,5,,桃,4,桃 桃花 桃树 核桃
萄,5,,萄,2,葡萄 葡萄酒
厅,5,,廳,5,餐厅 大厅 客厅 厅 舞厅
偷,5,,偷,6,偷 偷偷 小偷儿 偷看 偷窥
吐,5,,吐,2,吐 呕吐
兔,5,,兔,2,兔 守株待兔
托,5,3,托/託,9,摩托 委托 托 拜托 衬托
违,5,,違,7,违法 违反 违规 久违 违背
唯,5,,唯,3,唯一 唯 唯独
委,5,,委,6,委托 评委 委屈 委婉 委员
胃,5,3,胃,2,胃 胃口
慰,5,,慰,4,安慰 慰问 慰劳 欣慰
卧,5,,臥,3,卧室 卧铺 卧
污,5,,污,4,污染 污水 贪污 污秽
夕,5,3,夕,3,除夕 前夕 朝夕相处
析,5,3,析,2,分析 解析
悉,5,3,悉,3,熟悉 获悉 据悉
惜,5,3,惜,6,可惜 珍惜 爱惜 不惜 怜惜
吓,5,3,嚇,4,吓 恐吓 吓唬 吓人
闲,5,3,閒,4,闲 休闲 说闲话 悠闲
献,5,,獻,6,献 奉献 贡献 捐献 文献
详,5,,詳,3,详细 耳熟能详 详尽
享,5,,享,5,分享 共享 享受 享 享有
歇,5,,歇,1,歇
协,5,,協,11,协议 协议书 协会 协商 协调
斜,5,,斜,2,斜 倾斜
辛,5,3,辛,4,辛苦 艰辛 辛勤 辛酸
欣,5,,欣,4,欣赏 欣慰 欣喜 欣欣向荣
雄,5,3,雄,3,雄伟 英雄 雄厚
熊,5,,熊,2,大熊猫 熊
虚,5,,虛,11,虚心 谦虚 空虚 弄虚作假 虚
询,5,,詢,3,查询 询问 咨询
押,5,,押,4,押金 抵押 扣押 押
鸭,5,,鴨,2,烤鸭 鸭子
厌,5,,厭,3,讨厌 厌烦 厌倦
艳,5,,艷,2,鲜艳 艳丽
央,5,3,央,1,中央
邀,5,,邀,4,邀请 特邀 邀 应邀
咬,5,3,咬,1,咬
乙,5,2,乙,1,乙
忆,5,,憶,4,回忆 记忆 回忆录 记忆犹新
谊,5,3,誼,2,友谊 情谊
饮,5,2,飲,5,餐饮 饮料 饮食 饮水 饮用水
硬,5,,硬,9,硬 硬件 过硬 坚硬 强硬
拥,5,,擁,5,拥抱 拥有 簇拥 拥护 拥挤
幽,5,,幽,1,幽默
尤,5,3,尤,2,尤其 尤为
犹,5,,猶,5,犹豫 毫不犹豫 记忆犹新 犹如 犹豫不决
羽,5,,羽,2,羽毛球 羽绒服
域,5,,域,6,区域 地域 海域 领域 流域
豫,5,,豫,3,犹豫 毫不犹豫 犹豫不决
怨,5,,怨,7,抱怨 怨 恩怨 埋怨 怨恨
灾,5,3,災,9,火灾 救灾 受灾 水灾 灾
仔,5,,仔,2,牛仔裤 仔细
暂,5,3,暫/蹔,4,暂时 暂停 短暂 暂
糟,5,,糟,3,糟 糟糕 乱七八糟
赠,5,,贈,3,赠 赠送 捐赠
摘,5,,摘,1,摘
涨,5,,漲,5,上涨 涨 涨价 高涨 水涨船高
掌,5,3,掌,5,鼓掌 掌握 掌声 手掌 掌管
珍,5,,珍,7,珍贵 珍惜 珍珠 袖珍 珍藏
诊,5,,診,7,门诊 诊断 会诊 急诊 就诊
振,5,,振,4,振动 振奋 振兴 振作
震,5,,震,5,地震 震惊 震 震动 震撼
挣,5,,掙,3,挣 挣钱 挣扎
织,5,3,織,3,组织 织 纺织
执,5,,執,7,执行 固执 争执 执法 执意
珠,5,,珠,3,珍珠 圆珠笔 珠宝
竹,5,3,竹,4,竹子 爆竹 胸有成竹 竹竿
筑,5,,築,4,建筑 建筑师 建筑物 筑
撞,5,,撞,4,撞 冲撞 碰撞 撞击
紫,5,,紫,1,紫
醉,5,3,醉,4,醉 麻醉 如醉如痴 陶醉
尊,5,,尊,6,尊敬 尊重 自尊 自尊心 尊贵
遵,5,,遵,3,遵守 遵循 遵照
挨,6,,挨,5,挨着 挨 挨打 挨家挨户 忍饥挨饿
傲,6,,傲,4,骄傲 傲 傲慢 高傲
罢,6,,罷,4,罢工 罢了 罢免 罢休
榜,6,,榜,3,排行榜 榜样 标榜
傍,6,,傍,1,傍晚
胞,6,,胞,3,同胞 细胞 双胞胎
暴,6,,暴,10,暴风雨 暴力 暴露 暴雨 风暴
爆,6,,爆,6,爆 爆发 爆炸 爆冷门 爆满
奔,6,,奔,8,奔跑 奔波 奔赴 奔 东奔西走
逼,6,,逼,4,逼 逼近 逼迫 逼真
扁,6,,扁,1,扁
拨,6,,撥,4,拨打 拨 拨款 拨通
波,6,,波,9,波动 波浪 微波炉 奔波 波及
捕,6,,捕,4,捕 被捕 捕捉 逮捕
踩,6,,踩,1,踩
残,6,,殘,9,残疾 残疾人 残酷 残 残留
惨,6,,慘,5,悲惨 惨 惨白 惨痛 惨重
仓,6,,倉,1,仓库
藏,6,,藏,14,藏 收藏 隐藏 宝藏 藏匿
厕,6,,廁,1,厕所
侧,6,,側,4,侧 两侧 侧面 侧重
策,6,,策,7,策划 策略 决策 政策 鞭策
昌,6,3,昌,1,昌盛
畅,6,,暢,8,畅通 畅谈 畅销 酣畅 流畅
炒,6,,炒,3,炒 炒股 炒作
撤,6,,撤,4,撤离 撤销 撤 撤换
撑,6,,撐,2,撑 支撑
崇,6,,崇,3,崇拜 崇高 崇尚
宠,6,,寵,3,宠物 宠 宠爱
储,6,,儲,3,储存 储备 储蓄
串,6,2,串,3,串 串门 一连串
醋,6,,醋,1,醋
搭,6,,搭,5,搭 搭档 搭配 搭乘 搭建
诞,6,,誕,4,诞生 圣诞节 诞辰 荒诞
党,6,,黨,2,党 政党
档,6,,檔,5,搭档 档 档案 高档 档次
岛,6,3,島,3,岛 半岛 岛屿
蹈,6,,蹈,1,舞蹈
盗,6,,盜,7,盗版 强盗 盗 盗窃 防盗
滴,6,,滴,1,滴
抵,6,,抵,8,抵达 抵抗 抵触 抵挡 抵消
帝,6,,帝,4,皇帝 上帝 帝国 帝国主义
吊,6,,吊,3,吊 吊销 提心吊胆
跌,6,,跌,2,跌 下跌
督,6,,督,3,基督教 监督 督促
赌,6,,賭,2,赌 赌博
渡,6,,渡,3,渡 过渡 渡过
端,6,,端,7,端 端午节 极端 弊端 端正
蹲,6,,蹲,1,蹲
夺,6,,奪,9,夺 夺取 争夺 剥夺 夺冠
额,6,,額,10,金额 名额 差额 额外 份额
恩,6,,恩,6,恩人 恩赐 恩惠 恩情 恩怨
番,6,,番,5,番 番茄 一番 翻番 三番五次
凡,6,3,凡,4,凡是 平凡 凡 非凡
犯,6,,犯,9,犯 犯规 犯罪 侵犯 触犯
肺,6,,肺,1,肺
废,6,,廢,11,作废 半途而废 报废 废 废除
氛,6,,氛,2,气氛 氛围
粉,6,,粉,7,奶粉 洗衣粉 淀粉 粉 粉丝
愤,6,,憤,3,愤怒 发愤图强 气愤
峰,6,,峰,6,峰会 高峰 山峰 巅峰 峰回路转
锋,6,,鋒,3,先锋 交锋 针锋相对
奉,6,,奉,3,奉献 供奉 无可奉告
佛,6,3,彿/佛,3,仿佛 佛 佛教
浮,6,,浮,4,浮 浮力 浮现 浮躁
副,6,,副,3,副 副作用 名副其实
肝,6,,肝,2,肝 肝脏
杆,6,,桿/杆,2,杆 栏杆
岗,6,,崗,3,岗位 上岗 下岗
港,6,,港,2,港口 港
稿,6,,稿,2,稿子 投稿
攻,6,,攻,5,攻击 进攻 攻 攻读 攻关
宫,6,,宮,4,宫 宫殿 宫廷 皇宫
巩,6,,鞏,1,巩固
贡,6,3,貢,1,贡献
孤,6,,孤,6,孤独 孤儿 孤单 孤立 孤零零
谷,6,3,谷,3,山谷 低谷 峡谷
股,6,,股,7,炒股 股 股东 股票 股份
刮,6,,刮/颳,2,刮 刮风
拐,6,,拐,3,拐 拐弯 拐杖
贯,6,,貫,4,一贯 贯彻 贯穿 贯通
轨,6,,軌,3,轨道 轨迹 接轨
跪,6,,跪,1,跪
憾,6,,憾,1,遗憾
