ID,Simplified,Traditional,Pinyin,POS,Level,WebNo,WebPinyin,OCR,Variants,CEDICT
L7-0891,订立,訂立,dìnglì,V,7-9,1879,dìnglì,订立,,訂立|订立[ding4 li4]
L7-0892,钉,釘,dìng,V,7-9,1880,dìng,钉,,釘|钉[ding4]
L7-0893,定金,定金,dìngjīn,N,7-9,1883,dìngjīn,定金,,定金|定金[ding4 jin1]
L7-0894,定居,定居,dìngjū,,7-9,1884,dìng∥jū,定居,,定居|定居[ding4 ju1]
L7-0895,定论,定論,dìnglùn,N,7-9,1885,dìnglùn,定论,,定論|定论[ding4 lun4]
L7-0896,定为,定為,dìngwéi,,7-9,1888,dìngwéi,定为,,
L7-0897,定向,定向,dìngxiàng,V,7-9,1890,dìngxiàng,定向,,定向|定向[ding4 xiang4]
L7-0898,定心丸,定心丸,dìngxīnwán,N,7-9,1891,dìngxīnwán,定心丸,,定心丸|定心丸[ding4 xin1 wan2]
L7-0899,定义,定義,dìngyì,N,7-9,1892,dìngyì,定义,,定義|定义[ding4 yi4]
L7-0900,定做,定做,dìngzuò,V,7-9,1893,dìngzuò,定做,,定做|定做[ding4 zuo4]
L7-0901,丢掉,丟掉,diūdiào,V,7-9,1895,diūdiào,丢掉,,丟掉|丢掉[diu1 diao4]
L7-0902,丢脸,丟臉,diūliǎn,,7-9,1896,diū∥liǎn,丢脸,,丟臉|丢脸[diu1 lian3]
L7-0903,丢弃,丟棄,diūqì,V,7-9,1897,diūqì,丢弃,,丟棄|丢弃[diu1 qi4]
L7-0904,丢人,丟人,diūrén,,7-9,1898,diū∥rén,丢人,,丟人|丢人[diu1 ren2]
L7-0905,丢失,丟失,diūshī,V,7-9,1899,diūshī,丢失,,丟失|丢失[diu1 shi1]
L7-0906,东奔西走,東奔西走,dōngbēn-xīzǒu,,7-9,1902,dōngbēn-xīzǒu,东奔西走,,東奔西走|东奔西走[dong1 ben1 xi1 zou3]
L7-0907,东道主,東道主,dōngdàozhǔ,N,7-9,1905,dōngdàozhǔ,东道主,,東道主|东道主[dong1 dao4 zhu3]
L7-0908,东张西望,東張西望,dōngzhāng-xīwàng,,7-9,1909,dōngzhāng-xīwàng,东张西望,,東張西望|东张西望[dong1 zhang1 xi1 wang4]
L7-0909,董事,董事,dǒngshì,N,7-9,1912,dǒngshì,董事,,董事|董事[dong3 shi4]
L7-0910,董事会,董事會,dǒngshìhuì,N,7-9,1913,dǒngshìhuì,董事会,,董事會|董事会[dong3 shi4 hui4]
L7-0911,董事长,董事長,dǒngshìzhǎng,N,7-9,1914,dǒngshìzhǎng,董事长,,董事長|董事长[dong3 shi4 zhang3]
L7-0912,懂事,懂事,dǒngshì,,7-9,1917,dǒng∥shì,懂事,,懂事|懂事[dong3 shi4]
L7-0913,动不动,動不動,dòngbudòng,Adv,7-9,1919,dòngbudòng,动不动,,動不動|动不动[dong4 bu5 dong4]
L7-0914,动荡,動盪,dòngdàng,V/Adj,7-9,1920,dòngdàng,动荡,,動盪|动荡[dong4 dang4]
L7-0915,动感,動感,dònggǎn,N,7-9,1921,dònggǎn,动感,,動感|动感[dong4 gan3]
L7-0916,动工,動工,dònggōng,,7-9,1922,dòng∥gōng,动工,,動工|动工[dong4 gong1]
L7-0917,动静,動靜,dòngjing,N,7-9,1926,dòngjing,动静,,動靜|动静[dong4 jing4]
L7-0918,动脉,動脈,dòngmài,N,7-9,1928,dòngmài,动脉,,動脈|动脉[dong4 mai4]
L7-0919,动身,動身,dòngshēn,,7-9,1930,dòng∥shēn,动身,,動身|动身[dong4 shen1]
L7-0920,动弹,動彈,dòngtan,V,7-9,1933,dòngtan,动弹,,動彈|动弹[dong4 tan5]
L7-0921,动听,動聽,dòngtīng,Adj,7-9,1934,dòngtīng,动听,,動聽|动听[dong4 ting1]
L7-0922,动向,動向,dòngxiàng,N,7-9,1937,dòngxiàng,动向,,動向|动向[dong4 xiang4]
L7-0923,动用,動用,dòngyòng,V,7-9,1939,dòngyòng,动用,,動用|动用[dong4 yong4]
L7-0924,冻结,凍結,dòngjié,V,7-9,1943,dòngjié,冻结,,凍結|冻结[dong4 jie2]
L7-0925,栋,棟,dòng,M,7-9,1944,dòng,栋,,棟|栋[dong4]
L7-0926,栋梁,棟梁,dòngliáng,N,7-9,1945,dòngliáng,栋梁,,棟梁|栋梁[dong4 liang2]
L7-0927,兜,兜,dōu,V,7-9,1948,dōu,兜,,兜|兜[dou1]
L7-0928,兜儿,兜兒,dōur,N,7-9,1949,dōur,兜儿,,兜兒|兜儿[dou1 r5]
L7-0929,兜售,兜售,dōushòu,V,7-9,1950,dōushòu,兜售,,兜售|兜售[dou1 shou4]
L7-0930,抖,抖,dǒu,V,7-9,1951,dǒu,抖,,抖|抖[dou3]
L7-0931,陡,陡,dǒu,Adj,7-9,1952,dǒu,陡,,陡|陡[dou3]
L7-0932,斗,鬥,dòu,V,7-9,1953,dòu,斗,,鬥|斗[dou4]
L7-0933,斗志,鬥志,dòuzhì,N,7-9,1955,dòuzhì,斗志,,鬥志|斗志[dou4 zhi4]
L7-0934,豆浆,豆漿,dòujiāng,N,7-9,1957,dòujiāng,豆浆,,豆漿|豆浆[dou4 jiang1]
L7-0935,豆子,豆子,dòuzi,N,7-9,1959,dòuzi,豆子,,豆子|豆子[dou4 zi5]
L7-0936,逗,逗,dòu,V/Adj,7-9,1960,dòu,逗,,逗|逗[dou4]
L7-0937,都会,都會,dūhuì,N,7-9,1961,dūhuì,都会,,都會|都会[du1 hui4]
L7-0938,督促,督促,dūcù,V,7-9,1963,dūcù,督促,,督促|督促[du1 cu4]
L7-0939,独,獨,dú,Adv,7-9,1966,dú,独,,獨|独[du2]
L7-0940,独唱,獨唱,dúchàng,V,7-9,1967,dúchàng,独唱,,獨唱|独唱[du2 chang4]
L7-0941,独家,獨家,dújiā,N,7-9,1968,dújiā,独家,,獨家|独家[du2 jia1]
L7-0942,独立自主,獨立自主,dúlì-zìzhǔ,,7-9,1970,dúlì-zìzhǔ,独立自主,,獨立自主|独立自主[du2 li4 zi4 zhu3]
L7-0943,独身,獨身,dúshēn,V,7-9,1971,dúshēn,独身,,獨身|独身[du2 shen1]
L7-0944,独一无二,獨一無二,dúyī-wú'èr,,7-9,1973,dúyī-wú'èr,独一无二,,獨一無二|独一无二[du2 yi1 wu2 er4]
L7-0945,堵塞,堵塞,dǔsè,V,7-9,1981,dǔsè,堵塞,,堵塞|堵塞[du3 se4]
L7-0946,杜绝,杜絕,dùjué,V,7-9,1984,dùjué,杜绝,,杜絕|杜绝[du4 jue2]
L7-0947,妒忌,妒忌,dùjì,V,7-9,1986,dùjì,妒忌,,妒忌|妒忌[du4 ji4]
L7-0948,度（知名度）,度（知名度）,dù(zhīmíngdù),Suffix,7-9,1988,dù(zhīmíngdù),度（知名度）,"[{""Simplified"": ""度"", ""Pinyin"": ""dù"", ""POS"": ""Suffix"", ""Traditional"": ""度"", ""CEDICT"": ""度|度[du4]""}, {""Simplified"": ""知名度"", ""Pinyin"": ""zhīmíngdù"", ""POS"": ""N"", ""Example"": ""1"", ""Traditional"": ""知名度"", ""CEDICT"": ""知名度|知名度[zhi1 ming2 du4]""}]",度|度[du4]
L7-0949,度假,度假,dùjià,V,7-9,1990,dùjià,度假,,度假|度假[du4 jia4]
L7-0950,渡过,渡過,dùguò,,7-9,1992,dùguò,渡过,,渡過|渡过[du4 guo4]
L7-0951,端正,端正,duānzhèng,Adj/V,7-9,1995,duānzhèng,端正,,端正|端正[duan1 zheng4]
L7-0952,短缺,短缺,duǎnquē,V,7-9,2001,duǎnquē,短缺,,短缺|短缺[duan3 que1]
L7-0953,短暂,短暫,duǎnzàn,Adj,7-9,2003,duǎnzàn,短暂,,短暫|短暂[duan3 zan4]
L7-0954,段落,段落,duànluò,N,7-9,2005,duànluò,段落,,段落|段落[duan4 luo4]
L7-0955,断定,斷定,duàndìng,V,7-9,2007,duàndìng,断定,,斷定|断定[duan4 ding4]
L7-0956,断断续续,斷斷續續,duànduànxùxù,Adj,7-9,2008,duànduànxùxù,断断续续,,斷斷續續|断断续续[duan4 duan4 xu4 xu4]
L7-0957,断裂,斷裂,duànliè,V,7-9,2009,duànliè,断裂,,斷裂|断裂[duan4 lie4]
L7-0958,堆砌,堆砌,duīqì,V,7-9,2012,duīqì,堆砌,,堆砌|堆砌[dui1 qi4]
L7-0959,队形,隊形,duìxíng,N,7-9,2015,duìxíng,队形,,隊形|队形[dui4 xing2]
L7-0960,对白,對白,duìbái,N,7-9,2020,duìbái,对白,,對白|对白[dui4 bai2]
L7-0961,对策,對策,duìcè,N,7-9,2023,duìcè,对策,,對策|对策[dui4 ce4]
L7-0962,对称,對稱,duìchèn,Adj,7-9,2024,duìchèn,对称,,對稱|对称[dui4 chen4]
L7-0963,对得起,對得起,duìdeqǐ,V,7-9,2026,duìdeqǐ,对得起,,對得起|对得起[dui4 de5 qi3]
L7-0964,对联,對聯,duìlián,N,7-9,2032,duìlián,对联,,對聯|对联[dui4 lian2]
L7-0965,对弈,對弈,duìyì,V,7-9,2037,duìyì,对弈,,對弈|对弈[dui4 yi4]
L7-0966,对照,對照,duìzhào,V,7-9,2040,duìzhào,对照,,對照|对照[dui4 zhao4]
L7-0967,对峙,對峙,duìzhì,V,7-9,2041,duìzhì,对峙,,對峙|对峙[dui4 zhi4]
L7-0968,对准,對準,duìzhǔn,,7-9,2042,duìzhǔn,对准,,對準|对准[dui4 zhun3]
L7-0969,兑换,兌換,duìhuàn,V,7-9,2043,duìhuàn,兑换,,兌換|兑换[dui4 huan4]
L7-0970,兑现,兌現,duìxiàn,V,7-9,2044,duìxiàn,兑现,,兌現|兑现[dui4 xian4]
L7-0971,敦促,敦促,dūncù,V,7-9,2046,dūncù,敦促,,敦促|敦促[dun1 cu4]
L7-0972,敦厚,敦厚,dūnhòu,Adj,7-9,2047,dūnhòu,敦厚,,敦厚|敦厚[dun1 hou4]
L7-0973,炖,燉,dùn,V,7-9,2049,dùn,炖,,燉|炖[dun4]
L7-0974,顿时,頓時,dùnshí,Adv,7-9,2051,dùnshí,顿时,,頓時|顿时[dun4 shi2]
L7-0975,多边,多邊,duōbiān,Adj,7-9,2055,duōbiān,多边,,多邊|多边[duo1 bian1]
L7-0976,多功能,多功能,duōgōngnéng,Adj,7-9,2058,duōgōngnéng,多功能,,多功能|多功能[duo1 gong1 neng2]
L7-0977,多亏,多虧,duōkuī,V,7-9,2060,duōkuī,多亏,,多虧|多亏[duo1 kui1]
L7-0978,多劳多得,多勞多得,duōláo-duōdé,,7-9,2061,duōláo-duōdé,多劳多得,,多勞多得|多劳多得[duo1 lao2 duo1 de2]
L7-0979,多年来,多年來,duō nián lái,,7-9,2065,duō nián lái,多年来,,多年來|多年来[duo1 nian2 lai2]
L7-0980,多心,多心,duōxīn,,7-9,2068,duō∥xīn,多心,,多心|多心[duo1 xin1]
L7-0981,多余,多餘,duōyú,V/Adj,7-9,2070,duōyú,多余,,多餘|多余[duo1 yu2]
L7-0982,多元,多元,duōyuán,Adj,7-9,2071,duōyuán,多元,,多元|多元[duo1 yuan2]
L7-0983,哆嗦,哆嗦,duōsuo,V,7-9,2074,duōsuo,哆嗦,,哆嗦|哆嗦[duo1 suo5]
L7-0984,夺冠,奪冠,duóguàn,,7-9,2076,duó∥guàn,夺冠,,奪冠|夺冠[duo2 guan4]
L7-0985,夺魁,奪魁,duókuí,,7-9,2077,duó∥kuí,夺魁,,奪魁|夺魁[duo2 kui2]
L7-0986,躲避,躲避,duǒbì,V,7-9,2081,duǒbì,躲避,,躲避|躲避[duo3 bi4]
L7-0987,躲藏,躲藏,duǒcáng,V,7-9,2082,duǒcáng,躲藏,,躲藏|躲藏[duo3 cang2]
L7-0988,舵手,舵手,duòshǒu,N,7-9,2083,duòshǒu,舵手,,舵手|舵手[duo4 shou3]
L7-0989,堕落,墮落,duòluò,V,7-9,2084,duòluò,堕落,,墮落|堕落[duo4 luo4]
L7-0990,讹诈,訛詐,ézhà,V,7-9,2085,ézhà,讹诈,,訛詐|讹诈[e2 zha4]
L7-0991,俄语,俄語,Éyǔ,N,7-9,2086,Éyǔ,俄语,,俄語|俄语[E2 yu3]
L7-0992,鹅,鵝,é,N,7-9,2087,é,鹅,,鵝|鹅[e2]
L7-0993,额外,額外,éwài,Adj,7-9,2088,éwài,额外,,額外|额外[e2 wai4]
L7-0994,厄运,厄運,èyùn,N,7-9,2090,èyùn,厄运,,厄運|厄运[e4 yun4]
L7-0995,恶,惡,è,Adj,7-9,2091,è,恶,,惡|恶[e4]
L7-0996,恶化,惡化,èhuà,V,7-9,2092,èhuà,恶化,,惡化|恶化[e4 hua4]
L7-0997,恶劣,惡劣,èliè,Adj,7-9,2093,èliè,恶劣,,惡劣|恶劣[e4 lie4]
L7-0998,恶性,惡性,èxìng,Adj,7-9,2094,èxìng,恶性,,惡性|恶性[e4 xing4]
L7-0999,恶意,惡意,èyì,N,7-9,2095,èyì,恶意,,惡意|恶意[e4 yi4]
L7-1000,遏制,遏制,èzhì,V,7-9,2097,èzhì,遏制,,遏制|遏制[e4 zhi4]
L7-1001,鳄鱼,鱷魚,èyú,N,7-9,2098,èyú,鳄鱼,,鱷魚|鳄鱼[e4 yu2]
L7-1002,恩赐,恩賜,ēncì,V,7-9,2099,ēncì,恩赐,,恩賜|恩赐[en1 ci4]
L7-1003,恩惠,恩惠,ēnhuì,N,7-9,2100,ēnhuì,恩惠,,恩惠|恩惠[en1 hui4]
L7-1004,恩情,恩情,ēnqíng,N,7-9,2101,ēnqíng,恩情,,恩情|恩情[en1 qing2]
L7-1005,恩怨,恩怨,ēnyuàn,N,7-9,2103,ēnyuàn,恩怨,,恩怨|恩怨[en1 yuan4]
L7-1006,而已,而已,éryǐ,Aux,7-9,2111,éryǐ,而已,,而已|而已[er2 yi3]
L7-1007,耳光,耳光,ěrguāng,N,7-9,2113,ěrguāng,耳光,,耳光|耳光[er3 guang1]
L7-1008,耳目一新,耳目一新,ěrmù-yīxīn,,7-9,2115,ěrmù-yìxīn,耳目一新,,耳目一新|耳目一新[er3 mu4 yi1 xin1]
L7-1009,耳熟能详,耳熟能詳,ěrshú-néngxiáng,,7-9,2116,ěrshú-néngxiáng,耳熟能详,,耳熟能詳|耳熟能详[er3 shu2 neng2 xiang2]
L7-1010,耳闻目睹,耳聞目睹,ěrwén-mùdǔ,,7-9,2117,ěrwén-mùdǔ,耳闻目睹,,耳聞目睹|耳闻目睹[er3 wen2 mu4 du3]
L7-1011,二手车,二手車,èrshǒuchē,N,7-9,2120,èrshǒuchē,二手车,,二手車|二手车[er4 shou3 che1]
L7-1012,二氧化碳,二氧化碳,èryǎnghuàtàn,N,7-9,2122,èryǎnghuàtàn,二氧化碳,,二氧化碳|二氧化碳[er4 yang3 hua4 tan4]
L7-1013,发布会,發佈會|發布會,fābùhuì,N,7-9,2127,fābùhuì,发布会,,發佈會|发布会[fa1 bu4 hui4]/發布會|发布会[fa1 bu4 hui4]
L7-1014,发财,發財,fācái,,7-9,2128,fā∥cái,发财,,發財|发财[fa1 cai2]
L7-1015,发愁,發愁,fāchóu,,7-9,2129,fā∥chóu,发愁,,發愁|发愁[fa1 chou2]
L7-1016,发电机,發電機,fādiànjī,N,7-9,2133,fādiànjī,发电机,,發電機|发电机[fa1 dian4 ji1]
L7-1017,发抖,發抖,fādǒu,V,7-9,2135,fādǒu,发抖,,發抖|发抖[fa1 dou3]
L7-1018,发愤图强,發憤圖強,fāfèn-túqiáng,,7-9,2137,fāfèn-túqiáng,发愤图强,,發憤圖強|发愤图强[fa1 fen4 tu2 qiang2]
L7-1019,发光,發光,fāguāng,,7-9,2138,fā∥guāng,发光,,發光|发光[fa1 guang1]
L7-1020,发火,發火,fāhuǒ,,7-9,2140,fā∥huǒ,发火,,發火|发火[fa1 huo3]
L7-1021,发酵,發酵,fājiào,,7-9,2141,fā∥jiào,发酵,,發酵|发酵[fa1 jiao4]
L7-1022,发掘,發掘,fājué,V,7-9,2143,fājué,发掘,,發掘|发掘[fa1 jue2]
L7-1023,发愣,發愣,fālèng,,7-9,2144,fā∥lèng,发愣,,發愣|发愣[fa1 leng4]
L7-1024,发脾气,發脾氣,fā píqi,,7-9,2147,fā píqi,发脾气,,發脾氣|发脾气[fa1 pi2 qi4]
L7-1025,发起人,發起人,fāqǐrén,N,7-9,2150,fāqǐrén,发起人,,發起人|发起人[fa1 qi3 ren2]
L7-1026,发热,發熱,fārè,,7-9,2151,fā∥rè,发热,,發熱|发热[fa1 re4]
L7-1027,发誓,發誓,fāshì,,7-9,2155,fā∥shì,发誓,,發誓|发誓[fa1 shi4]
L7-1028,发泄,發洩,fāxiè,V,7-9,2158,fāxiè,发泄,,發洩|发泄[fa1 xie4]
L7-1029,发扬,發揚,fāyáng,V,7-9,2163,fāyáng,发扬,,發揚|发扬[fa1 yang2]
L7-1030,发扬光大,發揚光大,fāyáng-guāngdà,,7-9,2164,fāyáng-guāngdà,发扬光大,,發揚光大|发扬光大[fa1 yang2 guang1 da4]
L7-1031,发育,發育,fāyù,V,7-9,2165,fāyù,发育,,發育|发育[fa1 yu4]
L7-1032,发源地,發源地,fāyuándì,N,7-9,2166,fāyuándì,发源地,,發源地|发源地[fa1 yuan2 di4]
L7-1033,发作,發作,fāzuò,V,7-9,2168,fāzuò,发作,,發作|发作[fa1 zuo4]
L7-1034,阀门,閥門,fámén,N,7-9,2171,fámén,阀门,,閥門|阀门[fa2 men2]
L7-1035,发型,髮型,fàxíng,N,7-9,2180,fàxíng,发型,,髮型|发型[fa4 xing2]
L7-1036,帆,帆|颿,fān,N,7-9,2181,fān,帆,,帆|帆[fan1]/颿|帆[fan1]
L7-1037,帆船,帆船,fānchuán,N,7-9,2182,fānchuán,帆船,,帆船|帆船[fan1 chuan2]
L7-1038,翻番,翻番,fānfān,,7-9,2186,fān∥fān,翻番,,翻番|翻番[fan1 fan1]
L7-1039,翻来覆去,翻來覆去,fānlái-fùqù,,7-9,2187,fānlái-fùqù,翻来覆去,,翻來覆去|翻来覆去[fan1 lai2 fu4 qu4]
L7-1040,翻天覆地,翻天覆地,fāntiān-fùdì,,7-9,2188,fāntiān-fùdì,翻天覆地,,翻天覆地|翻天覆地[fan1 tian1 fu4 di4]
L7-1041,凡,凡,fán,Adv,7-9,2190,fán,凡,,凡|凡[fan2]
L7-1042,烦闷,煩悶,fánmèn,Adj,7-9,2193,fánmèn,烦闷,,煩悶|烦闷[fan2 men4]
L7-1043,烦恼,煩惱,fánnǎo,Adj,7-9,2194,fánnǎo,烦恼,,煩惱|烦恼[fan2 nao3]
L7-1044,烦躁,煩躁,fánzào,Adj,7-9,2195,fánzào,烦躁,,煩躁|烦躁[fan2 zao4]
L7-1045,繁华,繁華,fánhuá,Adj,7-9,2196,fánhuá,繁华,,繁華|繁华[fan2 hua2]
L7-1046,繁忙,繁忙,fánmáng,Adj,7-9,2197,fánmáng,繁忙,,繁忙|繁忙[fan2 mang2]
L7-1047,繁体字,繁體字,fántǐzì,N,7-9,2199,fántǐzì,繁体字,,繁體字|繁体字[fan2 ti3 zi4]
L7-1048,繁重,繁重,fánzhòng,Adj,7-9,2201,fánzhòng,繁重,,繁重|繁重[fan2 zhong4]
L7-1049,反驳,反駁,fǎnbó,V,7-9,2203,fǎnbó,反驳,,反駁|反驳[fan3 bo2]
L7-1050,反差,反差,fǎnchā,N,7-9,2204,fǎnchā,反差,,反差|反差[fan3 cha1]
L7-1051,反常,反常,fǎncháng,Adj,7-9,2205,fǎncháng,反常,,反常|反常[fan3 chang2]
L7-1052,反倒,反倒,fǎndào,Adv,7-9,2206,fǎndào,反倒,,反倒|反倒[fan3 dao4]
L7-1053,反感,反感,fǎngǎn,Adj/N,7-9,2210,fǎngǎn,反感,,反感|反感[fan3 gan3]
L7-1054,反过来,反過來,fǎn guòlái,,7-9,2211,fǎn ·guò·lái,反过来,,反過來|反过来[fan3 guo5 lai2]
L7-1055,反击,反擊,fǎnjī,V,7-9,2212,fǎnjī,反击,,反擊|反击[fan3 ji1]
L7-1056,反馈,反饋,fǎnkuì,V,7-9,2214,fǎnkuì,反馈,,反饋|反馈[fan3 kui4]
L7-1057,反面,反面,fǎnmiàn,N/Adj,7-9,2215,fǎnmiàn,反面,,反面|反面[fan3 mian4]
L7-1058,反思,反思,fǎnsī,V,7-9,2216,fǎnsī,反思,,反思|反思[fan3 si1]
L7-1059,反弹,反彈,fǎntán,V,7-9,2217,fǎntán,反弹,,反彈|反弹[fan3 tan2]
L7-1060,反省,反省,fǎnxǐng,V,7-9,2220,fǎnxǐng,反省,,反省|反省[fan3 xing3]
L7-1061,返还,返還,fǎnhuán,V,7-9,2224,fǎnhuán,返还,,返還|返还[fan3 huan2]
L7-1062,犯愁,犯愁,fànchóu,,7-9,2227,fàn∥chóu,犯愁,,犯愁|犯愁[fan4 chou2]
L7-1063,饭碗,飯碗,fànwǎn,N,7-9,2233,fànwǎn,饭碗,,飯碗|饭碗[fan4 wan3]
L7-1064,泛滥,泛濫,fànlàn,V,7-9,2234,fànlàn,泛滥,,泛濫|泛滥[fan4 lan4]
L7-1065,范畴,範疇,fànchóu,N,7-9,2235,fànchóu,范畴,,範疇|范畴[fan4 chou2]
L7-1066,贩卖,販賣,fànmài,V,7-9,2237,fànmài,贩卖,,販賣|贩卖[fan4 mai4]
L7-1067,方方面面,方方面面,fāngfāngmiànmiàn,N,7-9,2243,fāngfāngmiànmiàn,方方面面,,方方面面|方方面面[fang1 fang1 mian4 mian4]
L7-1068,方向盘,方向盤,fāngxiàngpán,N,7-9,2247,fāngxiàngpán,方向盘,,方向盤|方向盘[fang1 xiang4 pan2]
L7-1069,方言,方言,fāngyán,N,7-9,2248,fāngyán,方言,,方言|方言[fang1 yan2]
L7-1070,防盗,防盜,fángdào,V,7-9,2251,fángdào,防盗,,防盜|防盗[fang2 dao4]
L7-1071,防盗门,防盜門,fángdàomén,N,7-9,2252,fángdàomén,防盗门,,防盜門|防盗门[fang2 dao4 men2]
L7-1072,防护,防護,fánghù,V,7-9,2254,fánghù,防护,,防護|防护[fang2 hu4]
L7-1073,防火墙,防火牆,fánghuǒqiáng,N,7-9,2255,fánghuǒqiáng,防火墙,,防火牆|防火墙[fang2 huo3 qiang2]
L7-1074,防卫,防衛,fángwèi,V,7-9,2257,fángwèi,防卫,,防衛|防卫[fang2 wei4]
L7-1075,防汛,防汛,fángxùn,V,7-9,2258,fángxùn,防汛,,防汛|防汛[fang2 xun4]
L7-1076,防疫,防疫,fángyì,V,7-9,2259,fángyì,防疫,,防疫|防疫[fang2 yi4]
L7-1077,防御,防禦,fángyù,V,7-9,2260,fángyù,防御,,防禦|防御[fang2 yu4]
L7-1078,妨碍,妨礙,fáng'ài,V,7-9,2263,fáng'ài,妨碍,,妨礙|妨碍[fang2 ai4]
L7-1079,妨害,妨害,fánghài,V,7-9,2264,fánghài,妨害,,妨害|妨害[fang2 hai4]
L7-1080,房地产,房地產,fángdìchǎn,N,7-9,2265,fángdìchǎn,房地产,,房地產|房地产[fang2 di4 chan3]
L7-1081,仿,仿|彷,fǎng,V,7-9,2272,fǎng,仿,,仿|仿[fang3]/彷|仿[fang3]
L7-1082,仿制,仿製,fǎngzhì,V,7-9,2274,fǎngzhì,仿制,,仿製|仿制[fang3 zhi4]
L7-1083,访谈,訪談,fǎngtán,V,7-9,2275,fǎngtán,访谈,,訪談|访谈[fang3 tan2]
L7-1084,纺织,紡織,fǎngzhī,V,7-9,2277,fǎngzhī,纺织,,紡織|纺织[fang3 zhi1]
L7-1085,放过,放過,fàngguò,,7-9,2281,fàngguò,放过,,放過|放过[fang4 guo4]
L7-1086,放水,放水,fàngshuǐ,,7-9,2284,fàng∥shuǐ,放水,,放水|放水[fang4 shui3]
L7-1087,放肆,放肆,fàngsì,Adj,7-9,2285,fàngsì,放肆,,放肆|放肆[fang4 si4]
L7-1088,放映,放映,fàngyìng,V,7-9,2290,fàngyìng,放映,,放映|放映[fang4 ying4]
L7-1089,放置,放置,fàngzhì,V,7-9,2291,fàngzhì,放置,,放置|放置[fang4 zhi4]
L7-1090,放纵,放縱,fàngzòng,V,7-9,2292,fàngzòng,放纵,,放縱|放纵[fang4 zong4]
L7-1091,飞速,飛速,fēisù,Adv,7-9,2296,fēisù,飞速,,飛速|飞速[fei1 su4]
L7-1092,飞往,飛往,fēiwǎng,,7-9,2297,fēiwǎng,飞往,,
L7-1093,飞翔,飛翔,fēixiáng,V,7-9,2298,fēixiáng,飞翔,,飛翔|飞翔[fei1 xiang2]
L7-1094,飞跃,飛躍,fēiyuè,V,7-9,2301,fēiyuè,飞跃,,飛躍|飞跃[fei1 yue4]
L7-1095,非（非金属）,非（非金屬）,fēi (fēijīnshǔ),Prefix,7-9,2303,fēi (fēijīnshǔ),非（非金属）,"[{""Simplified"": ""非"", ""Pinyin"": ""fēi"", ""POS"": ""Prefix"", ""Traditional"": ""非"", ""CEDICT"": ""非|非[fei1]""}, {""Simplified"": ""非金属"", ""Pinyin"": ""fēijīnshǔ"", ""POS"": ""N"", ""Example"": ""1"", ""Traditional"": ""非金屬"", ""CEDICT"": ""非金屬|非金属[fei1 jin1 shu3]""}]",非|非[fei1]
L7-1096,非得,非得,fēiděi,Adv,7-9,2305,fēiděi,非得,,非得|非得[fei1 dei3]
L7-1097,非法,非法,fēifǎ,Adj,7-9,2306,fēifǎ,非法,,非法|非法[fei1 fa3]
L7-1098,非凡,非凡,fēifán,Adj,7-9,2307,fēifán,非凡,,非凡|非凡[fei1 fan2]
L7-1099,绯闻,緋聞,fēiwén,N,7-9,2308,fēiwén,绯闻,,緋聞|绯闻[fei1 wen2]
L7-1100,肥料,肥料,féiliào,N,7-9,2310,féiliào,肥料,,肥料|肥料[fei2 liao4]
L7-1101,肥胖,肥胖,féipàng,Adj,7-9,2311,féipàng,肥胖,,肥胖|肥胖[fei2 pang4]
L7-1102,肥沃,肥沃,féiwò,Adj,7-9,2312,féiwò,肥沃,,肥沃|肥沃[fei2 wo4]
L7-1103,肥皂,肥皂,féizào,N,7-9,2313,féizào,肥皂,,肥皂|肥皂[fei2 zao4]
L7-1104,诽谤,誹謗,fěibàng,V,7-9,2314,fěibàng,诽谤,,誹謗|诽谤[fei3 bang4]
L7-1105,废,廢,fèi,Adj/V,7-9,2316,fèi,废,,廢|废[fei4]
L7-1106,废除,廢除,fèichú,V,7-9,2317,fèichú,废除,,廢除|废除[fei4 chu2]
L7-1107,废话,廢話,fèihuà,N,7-9,2318,fèihuà,废话,,廢話|废话[fei4 hua4]
L7-1108,废品,廢品,fèipǐn,N,7-9,2319,fèipǐn,废品,,廢品|废品[fei4 pin3]
L7-1109,废寝忘食,廢寢忘食,fèiqǐn-wàngshí,,7-9,2320,fèiqǐn-wàngshí,废寝忘食,,廢寢忘食|废寝忘食[fei4 qin3 wang4 shi2]
L7-1110,废物,廢物,fèiwù,N,7-9,2321,fèiwù,废物,,廢物|废物[fei4 wu4]
L7-1111,废墟,廢墟,fèixū,N,7-9,2322,fèixū,废墟,,廢墟|废墟[fei4 xu1]
L7-1112,沸沸扬扬,沸沸揚揚,fèifèiyángyáng,Adj,7-9,2323,fèifèiyángyáng,沸沸扬扬,,沸沸揚揚|沸沸扬扬[fei4 fei4 yang2 yang2]
L7-1113,沸腾,沸騰,fèiténg,V,7-9,2324,fèiténg,沸腾,,沸騰|沸腾[fei4 teng2]
L7-1114,费劲,費勁,fèijìn,,7-9,2326,fèi∥jìn,费劲,,費勁|费劲[fei4 jin4]
L7-1115,分辨,分辨,fēnbiàn,V,7-9,2330,fēnbiàn,分辨,,分辨|分辨[fen1 bian4]
L7-1116,分寸,分寸,fēncun,N,7-9,2334,fēncun,分寸,,分寸|分寸[fen1 cun5]
